JS,IntVector-V,4732161,1000,0,0,0,0.00009199099987745285,0.0001394359990954399,0.0000062079951167106625
JS,IntVector-T,4978226,1000,0,0,0,0.0001430010050535202,0.00020769000053405762,0.0004041349962353706
JS,IntVector-CV,4923523,1000,0,0,0,0.0001318269968032837,0.00018820200115442275,0.000031296998262405396
JS,IntVector-CT,5132558,1000,0,0,0,0.00012637099623680114,0.00018758100271224976,0.0003830950036644936
JS,IntTree-V,4338231,1000,0,0,0,0.00012377199530601502,0.00047568800300359725,0.00004585400223731995
JS,IntTree-T,6138786,1000,0,0,0,0.0001217849999666214,0.00047970499843358994,0.000013227000832557678
JS,IntTree-CV,5096923,1000,0,0,0,0.0001279959976673126,0.0004688249975442886,0.00005264200270175934
JS,IntTree-CT,5194958,1000,0,0,0,0.00018690700083971024,0.0004967360049486161,0.0003899179995059967
RS,IntVector-V,5213055,1000,0,0,0,0.000013767,0.00005954,0.000000383
RS,IntVector-T,5424307,1000,0,0,0,0.000013338,0.000059785,0.000088919
RS,IntVector-CV,5048242,1000,0,0,0,0.000013397,0.000058251,0.0000043
RS,IntVector-CT,4408941,1000,0,0,0,0.000012983,0.000058355,0.000094859
RS,IntTree-V,4835314,1000,0,0,108,0.000012832,0.000104455,0.000007922
RS,IntTree-T,5011291,1000,0,0,0,0.000013152,0.000103636,0.000000814
RS,IntTree-CV,5495827,1000,0,0,0,0.000027111,0.000200726,0.000014502
RS,IntTree-CT,4291743,1000,0,0,0,0.000030079,0.000205075,0.000207964
JS,IntVector-V,49626900,10000,0,0,0,0.0011900050044059754,0.0026538430005311965,0.000036994993686676025
JS,IntVector-T,52117725,10000,0,0,0,0.001516146995127201,0.0026671800017356874,0.004024584002792835
JS,IntVector-CV,49892287,10000,0,0,0,0.0014101170003414155,0.00288052399456501,0.0005098000019788742
JS,IntVector-CT,50827225,10000,0,0,0,0.0018993510007858276,0.003507663004100323,0.00467068899422884
JS,IntTree-V,49290215,10000,0,0,0,0.0016874549984931945,0.006126557998359203,0.0004816459938883781
JS,IntTree-T,46106146,10000,0,0,0,0.0013762210011482238,0.005894925996661186,0.00007929500192403793
JS,IntTree-CV,47473216,10000,0,0,0,0.0015213920027017593,0.0062932329997420315,0.00046073699742555616
JS,IntTree-CT,53572491,10000,0,0,0,0.001761786997318268,0.005473797999322415,0.005272136002779007
RS,IntVector-V,50948241,10000,0,0,0,0.000218688,0.001389572,0.000002588
RS,IntVector-T,48931572,10000,0,0,132,0.000277707,0.001402905,0.001864123
RS,IntVector-CV,51699240,10000,0,0,0,0.000216526,0.001297063,0.000042438
RS,IntVector-CT,48759567,10000,0,0,0,0.000217777,0.001328722,0.001988473
RS,IntTree-V,50501598,10000,0,0,0,0.000247019,0.002229256,0.000127607
RS,IntTree-T,51047136,10000,0,0,0,0.000213622,0.002259227,0.000018794
RS,IntTree-CV,49315502,10000,0,0,0,0.000234203,0.002141453,0.000107585
RS,IntTree-CT,52668756,10000,0,0,18446744073709551516,0.000227025,0.002500594,0.002514543
JS,IntVector-V,506505589,100000,0,0,0,0.007159836001694202,0.019611896000802518,0.00003220099955797195
JS,IntVector-T,497730928,100000,0,0,0,0.0070691810026764865,0.019343088999390603,0.02580724399536848
JS,IntVector-CV,505350571,100000,0,0,0,0.00779543100297451,0.020434837006032467,0.0011945130005478859
JS,IntVector-CT,509920282,100000,0,0,0,0.008080197997391224,0.020375811003148555,0.02300034400075674
JS,IntTree-V,497435699,100000,0,0,0,0.007553262002766133,0.03333054599910974,0.0028725759983062745
JS,IntTree-T,495411889,100000,0,0,0,0.007203491002321243,0.03275613299757242,0.0001353520005941391
JS,IntTree-CV,507269158,100000,0,0,0,0.007184532999992371,0.034321801997721196,0.0030174829959869385
JS,IntTree-CT,500392293,100000,0,0,1380,0.007331971004605293,0.03397291799634695,0.02914096200466156
RS,IntVector-V,500175120,100000,0,0,0,0.001086753,0.008498613,0.000006961
RS,IntVector-T,499853498,100000,0,0,528,0.00111473,0.008423822,0.009609453
RS,IntVector-CV,500392595,100000,0,0,404,0.001132924,0.00843896,0.000231868
RS,IntVector-CT,500635774,100000,0,1024,528,0.001108721,0.008928348,0.010240826
RS,IntTree-V,496769720,100000,0,0,0,0.001131339,0.014797234,0.000580829
RS,IntTree-T,504861016,100000,0,0,0,0.001104424,0.015776305,0.000079519
RS,IntTree-CV,497237777,100000,0,0,0,0.001134863,0.015567056,0.000582751
RS,IntTree-CT,495941852,100000,0,0,18446744073709551192,0.001142226,0.015267119,0.011831555
JS,IntVector-V,4987838828,1000000,0,0,0,0.06746869499981403,0.20455930899828673,0.00014962500333786012
JS,IntVector-T,4999760733,1000000,0,0,0,0.0651535819992423,0.2126603339985013,0.1977319890037179
JS,IntVector-CV,5018033005,1000000,0,0,0,0.06639302600175143,0.208017705000937,0.009229770004749298
JS,IntVector-CT,5035646490,1000000,0,0,0,0.06865646800398827,0.21190728100389242,0.19060060899704695
JS,IntTree-V,5001337267,1000000,0,0,0,0.0695472270026803,0.3884225279986858,0.034254399999976155
JS,IntTree-T,4982971373,1000000,0,0,0,0.06603007699549199,0.3876763349995017,0.0013474320024251937
JS,IntTree-CV,4979882455,1000000,0,0,0,0.06837384099513293,0.3894213310033083,0.03531066700071096
JS,IntTree-CT,5013337502,1000000,0,0,0,0.06599474799633026,0.39687867699563506,0.16971101500093938
RS,IntVector-V,5019823258,1000000,0,0,0,0.010451961,0.097210273,0.000073025
RS,IntVector-T,4981558657,1000000,0,0,12408,0.010177791,0.1059618,0.096864179
RS,IntVector-CV,5013510569,1000000,0,0,0,0.010853071,0.106677622,0.001905395
RS,IntVector-CT,4990558408,1000000,0,0,0,0.010857852,0.108558146,0.094782306
RS,IntTree-V,5011953518,1000000,0,0,0,0.010854773,0.276430901,0.013273408
RS,IntTree-T,4975742686,1000000,0,0,0,0.010434468,0.271687036,0.000878687
RS,IntTree-CV,5004367961,1000000,0,0,0,0.010514666,0.277681471,0.014265686
RS,IntTree-CT,4996387141,1000000,0,0,18446744073709539216,0.010398414,0.270408534,0.08102902
JS,IntVector-V,50026674881,10000000,0,0,0,0.676019390001893,2.358616851001978,0.0009856889992952346
RS,IntVector-V,49954080521,10000000,78128,131076,0,0.12016799,1.111929583,0.000692476
RS,IntVector-T,49959999890,10000000,78128,131076,0,0.12751342,1.16116648,0.73780071
RS,IntVector-CV,50002125740,10000000,78128,131076,0,0.145225074,1.177850024,0.034414285
RS,IntVector-CT,50032087458,10000000,78128,131076,0,0.12607027,1.123471017,0.572417463
RS,IntTree-V,50042941431,10000000,78128,0,0,0.128792137,3.4368599890000002,0.055698712
RS,IntTree-T,50042693598,10000000,78128,0,0,0.122475932,3.36957793,0.001581656
RS,IntTree-CV,50066860609,10000000,78128,0,0,0.133410392,3.332183507,0.060401693
RS,IntTree-CT,50109113459,10000000,78128,0,8,0.128952168,3.456040475,0.127217152
JS,IntVector-V,4558269,1000,0,0,0,0.00011417600512504577,0.0001777530014514923,0.000011126004159450531
JS,IntVector-T,4725742,1000,0,0,136,0.00011956699937582016,0.0001826549991965294,0.0003582980036735535
JS,IntVector-CV,4952537,1000,0,0,0,0.00011108600348234176,0.00016892199963331223,0.000022645004093647002
JS,IntVector-CT,5336208,1000,136,0,0,0.0001072620004415512,0.0001780100017786026,0.00033252399414777754
